date tile lat lon B3 B4 B11 FSCOG
20171126 31TGK 44.6932 6.8683 0.0 0.0 0.0 0.0
20171206 31TGK 44.6932 6.8683 0.0 0.0 0.0 0.0
20180609 31TGK 44.6932 6.8683 0.0 0.0 0.0 0.0
20171107 34VFM 60.2833 24.5667 0.0 0.0 0.0 0.0
20171112 32VML 58.65 8.6167 0.0 0.0 0.0 0.0
20171114 32VML 58.65 8.6167 0.0 0.0 0.0 0.0
20171119 32VML 58.65 8.6167 0.0 0.0 0.0 0.0
20170926 32TQT 47.1333 12.6167 0.0 0.0 0.0 0.0
20171031 32TQT 47.1333 12.6167 0.0 0.0 0.0 0.0
20171115 32TQT 47.1333 12.6167 0.0 0.0 0.0 0.0
20171225 32TPT 47.1333 10.55 0.0 0.0 0.0 0.0
20180214 32TLP 44.0918 7.5035 0.0 0.0 0.0 0.0
20180128 31TEJ 44.0728 3.3489 0.0 0.0 0.0 0.0
20180212 31TEJ 44.0728 3.3489 0.0 0.0 0.0 0.0
20171118 32TNS 46.8667 9.5167 0.0 0.0 0.0 0.0
20171004 32TLP 43.5575 7.218 0.0 0.0 0.0 0.0
20180211 32TLP 43.5575 7.218 0.0 0.0 0.0 0.0
20180214 32TLP 43.5575 7.218 0.0 0.0 0.0 0.0
20180303 32TLP 43.5575 7.218 0.0 0.0 0.0 0.0
20180306 32TLP 43.5575 7.218 0.0 0.0 0.0 0.0
20180331 32TLP 43.5575 7.218 0.0 0.0 0.0 0.0
20180402 32TLP 43.5575 7.218 0.0 0.0 0.0 0.0
20180204 32UMU 48.0453 8.4608 0.0 0.0 0.0 0.0
20171121 32TLR 45.3685 6.5078 0.0 0.0 0.0 0.0
20171206 32TLR 45.3685 6.5078 0.0 0.0 0.0 0.0
20180214 32UMU 48.2953 8.2391 0.0 0.0 0.0 0.0
20171203 32TPS 46.4868 10.8318 0.0 0.0 0.0 0.0
20171205 32TPS 46.4868 10.8318 0.0 0.0 0.0 0.0
20180112 32TPS 46.4868 10.8318 0.0 0.0 0.0 0.0
20171008 32VLN 60.7 6.9333 0.0 0.0 0.0 0.0
20171020 34WDB 69.05 18.5333 0.0 0.0 0.0 0.0
20171129 32ULE 53.7 7.15 0.0 0.0 0.0 0.0
20171218 32UQB 50.65 13.1333 0.0 0.0 0.0 0.0
20171025 32UMF 55.0 8.4 0.0 0.0 0.0 0.0
20171119 32UMG 55.0 8.4 0.0 0.0 0.0 0.0
20171208 32UMU 48.45 8.4 0.0 0.0 0.0 0.0
20171213 32UMU 48.45 8.4 0.0 0.0 0.0 0.0
20171216 32UNF 54.3667 10.1333 0.0 0.0 0.0 0.0
20171229 32UNF 54.3667 10.1333 0.0 0.0 0.0 0.0
20171014 32VKN 61.0167 5.3667 0.0 0.0 0.0 0.0
20171124 32VNM 59.9833 10.6667 0.0 0.0 0.0 0.0
20171110 33VXG 59.8667 17.6333 0.0 0.0 0.0 0.0
20171021 33WXR 68.1833 17.7833 0.0 0.0 0.0 0.0
20171023 33WXR 68.1833 17.7833 0.0 0.0 0.0 0.0
20171113 32TMM 42.2423 8.5536 0.0 0.0 0.0 0.0
20171213 32TMM 42.2423 8.5536 0.0 0.0 0.0 0.0
20171218 32TMM 42.2423 8.5536 0.0 0.0 0.0 0.0
20180211 32TMM 42.2423 8.5536 0.0 0.0 0.0 0.0
